;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 05/08/2020 17:22:50
;----------------------------------------------

;Address Opcode 	ASM
0x1F06	0x517E      	MOVF        __Lib_MmcFat16_sectors_in_cur_cluster, 0, 1
0x1F08	0x185F      	XORWF       __Lib_MmcFat16_SECTORS_PER_CLUSTER, 0 
0x1F0A	0xE103      	BNZ         L_Mmc_Fat_Write116
;__Lib_MmcFat16.c,759 :: 		
0x1F0C	0x6B7E      	CLRF        __Lib_MmcFat16_sectors_in_cur_cluster, 1
;__Lib_MmcFat16.c,760 :: 		
0x1F0E	0xF00AEC23  	CALL        __Lib_MmcFat16_Extend_Fat_Chain, 0
;__Lib_MmcFat16.c,761 :: 		
L_Mmc_Fat_Write116:
;__Lib_MmcFat16.c,763 :: 		
0x1F12	0xF2D6C296  	MOVFF       __Lib_MmcFat16_file_write_sector, FARG_Mmc_Read_Sector_sector
0x1F16	0xF2D7C297  	MOVFF       __Lib_MmcFat16_file_write_sector+1, FARG_Mmc_Read_Sector_sector+1
0x1F1A	0xF2D8C298  	MOVFF       __Lib_MmcFat16_file_write_sector+2, FARG_Mmc_Read_Sector_sector+2
0x1F1E	0xF2D9C299  	MOVFF       __Lib_MmcFat16_file_write_sector+3, FARG_Mmc_Read_Sector_sector+3
0x1F22	0x0E6D      	MOVLW       __Lib_MmcFat16_data_
0x1F24	0x6FDA      	MOVWF       FARG_Mmc_Read_Sector_dbuff, 1
0x1F26	0x0E00      	MOVLW       hi_addr(__Lib_MmcFat16_data_)
0x1F28	0x6FDB      	MOVWF       FARG_Mmc_Read_Sector_dbuff+1, 1
0x1F2A	0xF000ECD8  	CALL        _Mmc_Read_Sector, 0
;__Lib_MmcFat16.c,764 :: 		
L_Mmc_Fat_Write115:
;__Lib_MmcFat16.c,750 :: 		
0x1F2E	0x0102      	MOVLB       2
0x1F30	0x4BBE      	INFSNZ      Mmc_Fat_Write_i_L0, 1, 1
0x1F32	0x2BBF      	INCF        Mmc_Fat_Write_i_L0+1, 1, 1
;__Lib_MmcFat16.c,765 :: 		
0x1F34	0xD7A3      	BRA         L_Mmc_Fat_Write112
L_Mmc_Fat_Write113:
;__Lib_MmcFat16.c,767 :: 		
0x1F36	0xF2D6C296  	MOVFF       __Lib_MmcFat16_file_write_sector, FARG_Mmc_Write_Sector_sector
0x1F3A	0xF2D7C297  	MOVFF       __Lib_MmcFat16_file_write_sector+1, FARG_Mmc_Write_Sector_sector+1
0x1F3E	0xF2D8C298  	MOVFF       __Lib_MmcFat16_file_write_sector+2, FARG_Mmc_Write_Sector_sector+2
0x1F42	0xF2D9C299  	MOVFF       __Lib_MmcFat16_file_write_sector+3, FARG_Mmc_Write_Sector_sector+3
0x1F46	0x0E6D      	MOVLW       __Lib_MmcFat16_data_
0x1F48	0x6FDA      	MOVWF       FARG_Mmc_Write_Sector_dbuff, 1
0x1F4A	0x0E00      	MOVLW       hi_addr(__Lib_MmcFat16_data_)
0x1F4C	0x6FDB      	MOVWF       FARG_Mmc_Write_Sector_dbuff+1, 1
0x1F4E	0xF001EC5C  	CALL        _Mmc_Write_Sector, 0
;__Lib_MmcFat16.c,769 :: 		
0x1F52	0x0102      	MOVLB       2
0x1F54	0x51BE      	MOVF        Mmc_Fat_Write_i_L0, 0, 1
0x1F56	0x2783      	ADDWF       __Lib_MmcFat16_file_size_bytes, 1, 1
0x1F58	0x51BF      	MOVF        Mmc_Fat_Write_i_L0+1, 0, 1
0x1F5A	0x2384      	ADDWFC      __Lib_MmcFat16_file_size_bytes+1, 1, 1
0x1F5C	0x0E00      	MOVLW       0
0x1F5E	0x2385      	ADDWFC      __Lib_MmcFat16_file_size_bytes+2, 1, 1
0x1F60	0x2386      	ADDWFC      __Lib_MmcFat16_file_size_bytes+3, 1, 1
;__Lib_MmcFat16.c,770 :: 		
0x1F62	0x51AA      	MOVF        __Lib_MmcFat16_root_sector_pnt, 0, 1
0x1F64	0x256F      	ADDWF       __Lib_MmcFat16_ROOT_START_SECTOR, 0, 1
0x1F66	0x6FD6      	MOVWF       FARG_Mmc_Read_Sector_sector, 1
0x1F68	0x51AB      	MOVF        __Lib_MmcFat16_root_sector_pnt+1, 0, 1
0x1F6A	0x2170      	ADDWFC      __Lib_MmcFat16_ROOT_START_SECTOR+1, 0, 1
0x1F6C	0x6FD7      	MOVWF       FARG_Mmc_Read_Sector_sector+1, 1
0x1F6E	0x0E00      	MOVLW       0
0x1F70	0x2171      	ADDWFC      __Lib_MmcFat16_ROOT_START_SECTOR+2, 0, 1
0x1F72	0x6FD8      	MOVWF       FARG_Mmc_Read_Sector_sector+2, 1
0x1F74	0x0E00      	MOVLW       0
0x1F76	0x2172      	ADDWFC      __Lib_MmcFat16_ROOT_START_SECTOR+3, 0, 1
0x1F78	0x6FD9      	MOVWF       FARG_Mmc_Read_Sector_sector+3, 1
0x1F7A	0x0E6D      	MOVLW       __Lib_MmcFat16_data_
0x1F7C	0x6FDA      	MOVWF       FARG_Mmc_Read_Sector_dbuff, 1
0x1F7E	0x0E00      	MOVLW       hi_addr(__Lib_MmcFat16_data_)
0x1F80	0x6FDB      	MOVWF       FARG_Mmc_Read_Sector_dbuff+1, 1
0x1F82	0xF000ECD8  	CALL        _Mmc_Read_Sector, 0
;__Lib_MmcFat16.c,779 :: 		
0x1F86	0x0E12      	MOVLW       18
0x1F88	0x0102      	MOVLB       2
0x1F8A	0x25AE      	ADDWF       __Lib_MmcFat16_root_offset, 0, 1
0x1F8C	0x6E00      	MOVWF       R0 
0x1F8E	0x0E00      	MOVLW       0
0x1F90	0x21AF      	ADDWFC      __Lib_MmcFat16_root_offset+1, 0, 1
0x1F92	0x6E01      	MOVWF       R1 
0x1F94	0x0E6D      	MOVLW       __Lib_MmcFat16_data_
0x1F96	0x2400      	ADDWF       R0, 0 
0x1F98	0x6EE1      	MOVWF       FSR1L 
0x1F9A	0x0E00      	MOVLW       hi_addr(__Lib_MmcFat16_data_)
0x1F9C	0x2001      	ADDWFC      R1, 0 
0x1F9E	0x6EE2      	MOVWF       FSR1H 
0x1FA0	0xFFE6C2A8  	MOVFF       __Lib_MmcFat16_date, POSTINC1
;__Lib_MmcFat16.c,780 :: 		
0x1FA4	0x0E13      	MOVLW       19
0x1FA6	0x25AE      	ADDWF       __Lib_MmcFat16_root_offset, 0, 1
0x1FA8	0x6E00      	MOVWF       R0 
0x1FAA	0x0E00      	MOVLW       0
0x1FAC	0x21AF      	ADDWFC      __Lib_MmcFat16_root_offset+1, 0, 1
0x1FAE	0x6E01      	MOVWF       R1 
0x1FB0	0x0E6D      	MOVLW       __Lib_MmcFat16_data_
0x1FB2	0x2400      	ADDWF       R0, 0 
0x1FB4	0x6EE1      	MOVWF       FSR1L 
0x1FB6	0x0E00      	MOVLW       hi_addr(__Lib_MmcFat16_data_)
0x1FB8	0x2001      	ADDWFC      R1, 0 
0x1FBA	0x6EE2      	MOVWF       FSR1H 
0x1FBC	0xFFE6C2A9  	MOVFF       __Lib_MmcFat16_date+1, POSTINC1
;__Lib_MmcFat16.c,782 :: 		
0x1FC0	0x0E14      	MOVLW       20
0x1FC2	0x25AE      	ADDWF       __Lib_MmcFat16_root_offset, 0, 1
0x1FC4	0x6E00      	MOVWF       R0 
0x1FC6	0x0E00      	MOVLW       0
0x1FC8	0x21AF      	ADDWFC      __Lib_MmcFat16_root_offset+1, 0, 1
0x1FCA	0x6E01      	MOVWF       R1 
0x1FCC	0x0E6D      	MOVLW       __Lib_MmcFat16_data_
0x1FCE	0x2400      	ADDWF       R0, 0 
0x1FD0	0x6EE1      	MOVWF       FSR1L 
0x1FD2	0x0E00      	MOVLW       hi_addr(__Lib_MmcFat16_data_)
0x1FD4	0x2001      	ADDWFC      R1, 0 
0x1FD6	0x6EE2      	MOVWF       FSR1H 
0x1FD8	0x6AE6      	CLRF        POSTINC1 
;__Lib_MmcFat16.c,783 :: 		
0x1FDA	0x0E15      	MOVLW       21
0x1FDC	0x25AE      	ADDWF       __Lib_MmcFat16_root_offset, 0, 1
0x1FDE	0x6E00      	MOVWF       R0 
0x1FE0	0x0E00      	MOVLW       0
0x1FE2	0x21AF      	ADDWFC      __Lib_MmcFat16_root_offset+1, 0, 1
0x1FE4	0x6E01      	MOVWF       R1 
0x1FE6	0x0E6D      	MOVLW       __Lib_MmcFat16_data_
0x1FE8	0x2400      	ADDWF       R0, 0 
0x1FEA	0x6EE1      	MOVWF       FSR1L 
0x1FEC	0x0E00      	MOVLW       hi_addr(__Lib_MmcFat16_data_)
0x1FEE	0x2001      	ADDWFC      R1, 0 
0x1FF0	0x6EE2      	MOVWF       FSR1H 
0x1FF2	0x6AE6      	CLRF        POSTINC1 
;__Lib_MmcFat16.c,786 :: 		
0x1FF4	0x0E16      	MOVLW       22
0x1FF6	0x25AE      	ADDWF       __Lib_MmcFat16_root_offset, 0, 1
0x1FF8	0x6E00      	MOVWF       R0 
0x1FFA	0x0E00      	MOVLW       0
0x1FFC	0x21AF      	ADDWFC      __Lib_MmcFat16_root_offset+1, 0, 1
0x1FFE	0x6E01      	MOVWF       R1 
0x2000	0x0E6D      	MOVLW       __Lib_MmcFat16_data_
0x2002	0x2400      	ADDWF       R0, 0 
0x2004	0x6EE1      	MOVWF       FSR1L 
0x2006	0x0E00      	MOVLW       hi_addr(__Lib_MmcFat16_data_)
0x2008	0x2001      	ADDWFC      R1, 0 
0x200A	0x6EE2      	MOVWF       FSR1H 
0x200C	0xFFE6C2A6  	MOVFF       __Lib_MmcFat16_time, POSTINC1
;__Lib_MmcFat16.c,787 :: 		
0x2010	0x0E17      	MOVLW       23
0x2012	0x25AE      	ADDWF       __Lib_MmcFat16_root_offset, 0, 1
0x2014	0x6E00      	MOVWF       R0 
0x2016	0x0E00      	MOVLW       0
0x2018	0x21AF      	ADDWFC      __Lib_MmcFat16_root_offset+1, 0, 1
0x201A	0x6E01      	MOVWF       R1 
0x201C	0x0E6D      	MOVLW       __Lib_MmcFat16_data_
0x201E	0x2400      	ADDWF       R0, 0 
0x2020	0x6EE1      	MOVWF       FSR1L 
0x2022	0x0E00      	MOVLW       hi_addr(__Lib_MmcFat16_data_)
0x2024	0x2001      	ADDWFC      R1, 0 
0x2026	0x6EE2      	MOVWF       FSR1H 
0x2028	0xFFE6C2A7  	MOVFF       __Lib_MmcFat16_time+1, POSTINC1
;__Lib_MmcFat16.c,788 :: 		
0x202C	0x0E18      	MOVLW       24
0x202E	0x25AE      	ADDWF       __Lib_MmcFat16_root_offset, 0, 1
0x2030	0x6E00      	MOVWF       R0 
0x2032	0x0E00      	MOVLW       0
0x2034	0x21AF      	ADDWFC      __Lib_MmcFat16_root_offset+1, 0, 1
0x2036	0x6E01      	MOVWF       R1 
0x2038	0x0E6D      	MOVLW       __Lib_MmcFat16_data_
0x203A	0x2400      	ADDWF       R0, 0 
0x203C	0x6EE1      	MOVWF       FSR1L 
0x203E	0x0E00      	MOVLW       hi_addr(__Lib_MmcFat16_data_)
0x2040	0x2001      	ADDWFC      R1, 0 
0x2042	0x6EE2      	MOVWF       FSR1H 
0x2044	0xFFE6C2A8  	MOVFF       __Lib_MmcFat16_date, POSTINC1
;__Lib_MmcFat16.c,789 :: 		
0x2048	0x0E19      	MOVLW       25
0x204A	0x25AE      	ADDWF       __Lib_MmcFat16_root_offset, 0, 1
0x204C	0x6E00      	MOVWF       R0 
0x204E	0x0E00      	MOVLW       0
0x2050	0x21AF      	ADDWFC      __Lib_MmcFat16_root_offset+1, 0, 1
0x2052	0x6E01      	MOVWF       R1 
0x2054	0x0E6D      	MOVLW       __Lib_MmcFat16_data_
0x2056	0x2400      	ADDWF       R0, 0 
0x2058	0x6EE1      	MOVWF       FSR1L 
0x205A	0x0E00      	MOVLW       hi_addr(__Lib_MmcFat16_data_)
0x205C	0x2001      	ADDWFC      R1, 0 
0x205E	0x6EE2      	MOVWF       FSR1H 
0x2060	0xFFE6C2A9  	MOVFF       __Lib_MmcFat16_date+1, POSTINC1
;__Lib_MmcFat16.c,791 :: 		
0x2064	0x0E1C      	MOVLW       28
0x2066	0x25AE      	ADDWF       __Lib_MmcFat16_root_offset, 0, 1
0x2068	0x6E00      	MOVWF       R0 
0x206A	0x0E00      	MOVLW       0
0x206C	0x21AF      	ADDWFC      __Lib_MmcFat16_root_offset+1, 0, 1
0x206E	0x6E01      	MOVWF       R1 
0x2070	0x0E6D      	MOVLW       __Lib_MmcFat16_data_
0x2072	0x2400      	ADDWF       R0, 0 
0x2074	0x6EE1      	MOVWF       FSR1L 
0x2076	0x0E00      	MOVLW       hi_addr(__Lib_MmcFat16_data_)
0x2078	0x2001      	ADDWFC      R1, 0 
0x207A	0x6EE2      	MOVWF       FSR1H 
0x207C	0xFFE6C283  	MOVFF       __Lib_MmcFat16_file_size_bytes, POSTINC1
;__Lib_MmcFat16.c,792 :: 		
0x2080	0x0E1D      	MOVLW       29
0x2082	0x25AE      	ADDWF       __Lib_MmcFat16_root_offset, 0, 1
0x2084	0x6E00      	MOVWF       R0 
0x2086	0x0E00      	MOVLW       0
0x2088	0x21AF      	ADDWFC      __Lib_MmcFat16_root_offset+1, 0, 1
0x208A	0x6E01      	MOVWF       R1 
0x208C	0x0E6D      	MOVLW       __Lib_MmcFat16_data_
0x208E	0x2400      	ADDWF       R0, 0 
0x2090	0x6EE1      	MOVWF       FSR1L 
0x2092	0x0E00      	MOVLW       hi_addr(__Lib_MmcFat16_data_)
0x2094	0x2001      	ADDWFC      R1, 0 
0x2096	0x6EE2      	MOVWF       FSR1H 
0x2098	0xFFE6C284  	MOVFF       __Lib_MmcFat16_file_size_bytes+1, POSTINC1
;__Lib_MmcFat16.c,793 :: 		
0x209C	0x0E1E      	MOVLW       30
0x209E	0x25AE      	ADDWF       __Lib_MmcFat16_root_offset, 0, 1
0x20A0	0x6E00      	MOVWF       R0 
0x20A2	0x0E00      	MOVLW       0
0x20A4	0x21AF      	ADDWFC      __Lib_MmcFat16_root_offset+1, 0, 1
0x20A6	0x6E01      	MOVWF       R1 
0x20A8	0x0E6D      	MOVLW       __Lib_MmcFat16_data_
0x20AA	0x2400      	ADDWF       R0, 0 
0x20AC	0x6EE1      	MOVWF       FSR1L 
0x20AE	0x0E00      	MOVLW       hi_addr(__Lib_MmcFat16_data_)
0x20B0	0x2001      	ADDWFC      R1, 0 
0x20B2	0x6EE2      	MOVWF       FSR1H 
0x20B4	0xFFE6C285  	MOVFF       __Lib_MmcFat16_file_size_bytes+2, POSTINC1
;__Lib_MmcFat16.c,794 :: 		
0x20B8	0x0E1F      	MOVLW       31
0x20BA	0x25AE      	ADDWF       __Lib_MmcFat16_root_offset, 0, 1
0x20BC	0x6E00      	MOVWF       R0 
0x20BE	0x0E00      	MOVLW       0
0x20C0	0x21AF      	ADDWFC      __Lib_MmcFat16_root_offset+1, 0, 1
0x20C2	0x6E01      	MOVWF       R1 
0x20C4	0x0E6D      	MOVLW       __Lib_MmcFat16_data_
0x20C6	0x2400      	ADDWF       R0, 0 
0x20C8	0x6EE1      	MOVWF       FSR1L 
0x20CA	0x0E00      	MOVLW       hi_addr(__Lib_MmcFat16_data_)
0x20CC	0x2001      	ADDWFC      R1, 0 
0x20CE	0x6EE2      	MOVWF       FSR1H 
0x20D0	0xFFE6C286  	MOVFF       __Lib_MmcFat16_file_size_bytes+3, POSTINC1
;__Lib_MmcFat16.c,796 :: 		
0x20D4	0x51AA      	MOVF        __Lib_MmcFat16_root_sector_pnt, 0, 1
0x20D6	0x256F      	ADDWF       __Lib_MmcFat16_ROOT_START_SECTOR, 0, 1
0x20D8	0x6FD6      	MOVWF       FARG_Mmc_Write_Sector_sector, 1
0x20DA	0x51AB      	MOVF        __Lib_MmcFat16_root_sector_pnt+1, 0, 1
0x20DC	0x2170      	ADDWFC      __Lib_MmcFat16_ROOT_START_SECTOR+1, 0, 1
0x20DE	0x6FD7      	MOVWF       FARG_Mmc_Write_Sector_sector+1, 1
0x20E0	0x0E00      	MOVLW       0
0x20E2	0x2171      	ADDWFC      __Lib_MmcFat16_ROOT_START_SECTOR+2, 0, 1
0x20E4	0x6FD8      	MOVWF       FARG_Mmc_Write_Sector_sector+2, 1
0x20E6	0x0E00      	MOVLW       0
0x20E8	0x2172      	ADDWFC      __Lib_MmcFat16_ROOT_START_SECTOR+3, 0, 1
0x20EA	0x6FD9      	MOVWF       FARG_Mmc_Write_Sector_sector+3, 1
0x20EC	0x0E6D      	MOVLW       __Lib_MmcFat16_data_
0x20EE	0x6FDA      	MOVWF       FARG_Mmc_Write_Sector_dbuff, 1
0x20F0	0x0E00      	MOVLW       hi_addr(__Lib_MmcFat16_data_)
0x20F2	0x6FDB      	MOVWF       FARG_Mmc_Write_Sector_dbuff+1, 1
0x20F4	0xF001EC5C  	CALL        _Mmc_Write_Sector, 0
;__Lib_MmcFat16.c,797 :: 		
0x20F8	0x0012      	RETURN      0
; end of _Mmc_Fat_Write
_Int2Double:
;__Lib_MathDouble.c,2285 :: 		
;__Lib_MathDouble.c,2294 :: 		
0x20FA	0xF008C000  	MOVFF       R0, R8
;__Lib_MathDouble.c,2295 :: 		
0x20FE	0x5001      	MOVF        R1, 0, 0
;__Lib_MathDouble.c,2296 :: 		
0x2100	0x6E00      	MOVWF       R0, 0
;__Lib_MathDouble.c,2297 :: 		
0x2102	0x6A01      	CLRF        R1, 0
;__Lib_MathDouble.c,2298 :: 		
0x2104	0x6A02      	CLRF        R2, 0
;__Lib_MathDouble.c,2299 :: 		
0x2106	0x6A03      	CLRF        R3, 0
;__Lib_MathDouble.c,2302 :: 		
0x2108	0x6A0B      	CLRF        R11, 0
;__Lib_MathDouble.c,2303 :: 		
0x210A	0x6A0C      	CLRF        R12, 0
;__Lib_MathDouble.c,2304 :: 		
0x210C	0x6A01      	CLRF        R1, 0
;__Lib_MathDouble.c,2305 :: 		
0x210E	0x6A02      	CLRF        R2, 0
;__Lib_MathDouble.c,2306 :: 		
0x2110	0x6A03      	CLRF        R3, 0
;__Lib_MathDouble.c,2308 :: 		
0x2112	0x0E96      	MOVLW       150
;__Lib_MathDouble.c,2309 :: 		
0x2114	0x6E03      	MOVWF       R3, 0
;__Lib_MathDouble.c,2310 :: 		
0x2116	0x6A0A      	CLRF        R10, 0
;__Lib_MathDouble.c,2311 :: 		
0x2118	0xAE00      	BTFSS       R0, 7, 0
;__Lib_MathDouble.c,2312 :: 		
0x211A	0xF010EF95  	GOTO        FLO1632EEE
;__Lib_MathDouble.c,2314 :: 		
0x211E	0x1E08      	COMF        R8, 1, 0
;__Lib_MathDouble.c,2315 :: 		
0x2120	0x1E00      	COMF        R0, 1, 0
;__Lib_MathDouble.c,2317 :: 		
0x2122	0x2A08      	INCF        R8, 1, 0
;__Lib_MathDouble.c,2318 :: 		
0x2124	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_MathDouble.c,2319 :: 		
0x2126	0x2A00      	INCF        R0, 1, 0
;__Lib_MathDouble.c,2321 :: 		
0x2128	0x8E0A      	BSF         R10, 7, 0
;__Lib_MathDouble.c,2322 :: 		
FLO1632EEE:
;__Lib_MathDouble.c,2323 :: 		
0x212A	0xF001C000  	MOVFF       R0, R1
;__Lib_MathDouble.c,2324 :: 		
0x212E	0xF000C008  	MOVFF       R8, R0
;__Lib_MathDouble.c,2325 :: 		
0x2132	0x6A08      	CLRF        R8, 0
;__Lib_MathDouble.c,2326 :: 		
0x2134	0x6A02      	CLRF        R2, 0
;__Lib_MathDouble.c,2328 :: 		
0x2136	0xF009EC7A  	CALL        _NRM3232, 0
;__Lib_MathDouble.c,2329 :: 		
0x213A	0x0012      	RETURN      0
; end of _Int2Double
_Mul_32x32_FP:
;__Lib_MathDouble.c,1130 :: 		
;__Lib_MathDouble.c,1148 :: 		
0x213C	0x6A08      	CLRF        R8, 0
;__Lib_MathDouble.c,1149 :: 		
0x213E	0x6A09      	CLRF        R9, 0
;__Lib_MathDouble.c,1151 :: 		
0x2140	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,1152 :: 		
0x2142	0x6207      	CPFSEQ      R7, 0
;__Lib_MathDouble.c,1153 :: 		
0x2144	0x6403      	CPFSGT      R3, 0
;__Lib_MathDouble.c,1154 :: 		
0x2146	0xF011EF23  	GOTO        MULJPRES032
;__Lib_MathDouble.c,1157 :: 		
0x214A	0x5002      	MOVF        R2, 0, 0
;__Lib_MathDouble.c,1158 :: 		
0x214C	0x1806      	XORWF       R6, 0, 0
;__Lib_MathDouble.c,1159 :: 		
0x214E	0x6E0A      	MOVWF       R10, 0
;__Lib_MathDouble.c,1161 :: 		
0x2150	0x5007      	MOVF        R7, 0, 0
;__Lib_MathDouble.c,1162 :: 		
0x2152	0x2603      	ADDWF       R3, 1, 0
;__Lib_MathDouble.c,1163 :: 		
0x2154	0x0E7E      	MOVLW       126
;__Lib_MathDouble.c,1164 :: 		
0x2156	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,1165 :: 		
0x2158	0xF010EFB4  	GOTO        MTUN32
;__Lib_MathDouble.c,1167 :: 		
0x215C	0x5E03      	SUBWF       R3, 1, 0
;__Lib_MathDouble.c,1168 :: 		
0x215E	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_MathDouble.c,1169 :: 		
0x2160	0xF011EF28  	GOTO        MULJPSETFOV32
;__Lib_MathDouble.c,1170 :: 		
0x2164	0xF010EFB8  	GOTO        MOK32
;__Lib_MathDouble.c,1172 :: 		
MTUN32:
;__Lib_MathDouble.c,1173 :: 		
0x2168	0x5E03      	SUBWF       R3, 1, 0
;__Lib_MathDouble.c,1174 :: 		
0x216A	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,1175 :: 		
0x216C	0xF011EF2D  	GOTO        MULJPSETFUN32
;__Lib_MathDouble.c,1177 :: 		
MOK32:
;__Lib_MathDouble.c,1178 :: 		
0x2170	0x8E02      	BSF         R2, 7, 0
;__Lib_MathDouble.c,1179 :: 		
0x2172	0x8E06      	BSF         R6, 7, 0
;__Lib_MathDouble.c,1181 :: 		
0x2174	0xF00EC002  	MOVFF       R2, R14
;__Lib_MathDouble.c,1182 :: 		
0x2178	0xF00BC001  	MOVFF       R1, R11
;__Lib_MathDouble.c,1183 :: 		
0x217C	0xF00DC000  	MOVFF       R0, R13
;__Lib_MathDouble.c,1185 :: 		
0x2180	0x5000      	MOVF        R0, 0, 0
;__Lib_MathDouble.c,1186 :: 		
0x2182	0x0204      	MULWF       R4, 0
;__Lib_MathDouble.c,1187 :: 		
0x2184	0xF00CCFF4  	MOVFF       PRODH, R12
;__Lib_MathDouble.c,1189 :: 		
0x2188	0x5001      	MOVF        R1, 0, 0
;__Lib_MathDouble.c,1190 :: 		
0x218A	0x0205      	MULWF       R5, 0
;__Lib_MathDouble.c,1191 :: 		
0x218C	0xF000CFF4  	MOVFF       PRODH, R0
;__Lib_MathDouble.c,1192 :: 		
0x2190	0xF008CFF3  	MOVFF       PRODL, R8
;__Lib_MathDouble.c,1194 :: 		
0x2194	0x0204      	MULWF       R4, 0
;__Lib_MathDouble.c,1195 :: 		
0x2196	0x50F3      	MOVF        PRODL, 0, 0
;__Lib_MathDouble.c,1196 :: 		
0x2198	0x260C      	ADDWF       R12, 1, 0
;__Lib_MathDouble.c,1197 :: 		
0x219A	0x50F4      	MOVF        PRODH, 0, 0
;__Lib_MathDouble.c,1198 :: 		
0x219C	0x2208      	ADDWFC      R8, 1, 0
;__Lib_MathDouble.c,1199 :: 		
0x219E	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,1200 :: 		
0x21A0	0x2200      	ADDWFC      R0, 1, 0
;__Lib_MathDouble.c,1202 :: 		
0x21A2	0x500D      	MOVF        R13, 0, 0
;__Lib_MathDouble.c,1203 :: 		
0x21A4	0x0205      	MULWF       R5, 0
;__Lib_MathDouble.c,1204 :: 		
0x21A6	0x50F3      	MOVF        PRODL, 0, 0
;__Lib_MathDouble.c,1205 :: 		
0x21A8	0x260C      	ADDWF       R12, 1, 0
;__Lib_MathDouble.c,1206 :: 		
0x21AA	0x50F4      	MOVF        PRODH, 0, 0
;__Lib_MathDouble.c,1207 :: 		
0x21AC	0x2208      	ADDWFC      R8, 1, 0
;__Lib_MathDouble.c,1208 :: 		
0x21AE	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,1209 :: 		
0x21B0	0x2200      	ADDWFC      R0, 1, 0
;__Lib_MathDouble.c,1211 :: 		
0x21B2	0x5002      	MOVF        R2, 0, 0
;__Lib_MathDouble.c,1212 :: 		
0x21B4	0x0204      	MULWF       R4, 0
;__Lib_MathDouble.c,1213 :: 		
0x21B6	0x50F3      	MOVF        PRODL, 0, 0
;__Lib_MathDouble.c,1214 :: 		
0x21B8	0x2608      	ADDWF       R8, 1, 0
;__Lib_MathDouble.c,1215 :: 		
0x21BA	0x50F4      	MOVF        PRODH, 0, 0
;__Lib_MathDouble.c,1216 :: 		
0x21BC	0x2200      	ADDWFC      R0, 1, 0
;__Lib_MathDouble.c,1217 :: 		
0x21BE	0x5002      	MOVF        R2, 0, 0
;__Lib_MathDouble.c,1218 :: 		
0x21C0	0x0205      	MULWF       R5, 0
;__Lib_MathDouble.c,1219 :: 		
0x21C2	0x6A01      	CLRF        R1, 0
;__Lib_MathDouble.c,1220 :: 		
0x21C4	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,1221 :: 		
0x21C6	0x2201      	ADDWFC      R1, 1, 0
;__Lib_MathDouble.c,1222 :: 		
0x21C8	0x50F3      	MOVF        PRODL, 0, 0
;__Lib_MathDouble.c,1223 :: 		
0x21CA	0x2600      	ADDWF       R0, 1, 0
;__Lib_MathDouble.c,1224 :: 		
0x21CC	0x50F4      	MOVF        PRODH, 0, 0
;__Lib_MathDouble.c,1225 :: 		
0x21CE	0x2201      	ADDWFC      R1, 1, 0
;__Lib_MathDouble.c,1227 :: 		
0x21D0	0x500D      	MOVF        R13, 0, 0
;__Lib_MathDouble.c,1228 :: 		
0x21D2	0x0206      	MULWF       R6, 0
;__Lib_MathDouble.c,1229 :: 		
0x21D4	0x50F3      	MOVF        PRODL, 0, 0
;__Lib_MathDouble.c,1230 :: 		
0x21D6	0x2608      	ADDWF       R8, 1, 0
;__Lib_MathDouble.c,1231 :: 		
0x21D8	0x50F4      	MOVF        PRODH, 0, 0
;__Lib_MathDouble.c,1232 :: 		
0x21DA	0x2200      	ADDWFC      R0, 1, 0
;__Lib_MathDouble.c,1233 :: 		
0x21DC	0x6A02      	CLRF        R2, 0
;__Lib_MathDouble.c,1234 :: 		
0x21DE	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,1235 :: 		
0x21E0	0x2201      	ADDWFC      R1, 1, 0
;__Lib_MathDouble.c,1236 :: 		
0x21E2	0x2202      	ADDWFC      R2, 1, 0
;__Lib_MathDouble.c,1238 :: 		
0x21E4	0x500B      	MOVF        R11, 0, 0
;__Lib_MathDouble.c,1239 :: 		
0x21E6	0x0206      	MULWF       R6, 0
;__Lib_MathDouble.c,1240 :: 		
0x21E8	0x50F3      	MOVF        PRODL, 0, 0
;__Lib_MathDouble.c,1241 :: 		
0x21EA	0x2600      	ADDWF       R0, 1, 0
;__Lib_MathDouble.c,1242 :: 		
0x21EC	0x50F4      	MOVF        PRODH, 0, 0
;__Lib_MathDouble.c,1243 :: 		
0x21EE	0x2201      	ADDWFC      R1, 1, 0
;__Lib_MathDouble.c,1244 :: 		
0x21F0	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,1245 :: 		
0x21F2	0x2202      	ADDWFC      R2, 1, 0
;__Lib_MathDouble.c,1247 :: 		
0x21F4	0x500E      	MOVF        R14, 0, 0
;__Lib_MathDouble.c,1248 :: 		
0x21F6	0x0206      	MULWF       R6, 0
;__Lib_MathDouble.c,1249 :: 		
